,SMILES,logS,Processed_SMILES
8004,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,-3.2408,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12
6411,CCN(C1CC(C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O)C(=O)C[NH2+]C,-1.21,CCN(C(=O)C[NH2+]C)C1CC(C)S(=O)(=O)C2=C1C=C(S(N)(=O)=O)S2
2917,NC1=C2C=C3C=CC=CC3=NC2=CC=C1,-4.222,NC1=C2C=C3C=CC=CC3=NC2=CC=C1
1112,CNC(=O)NC,0.9386362339,CNC(=O)NC
3584,CCCCCCCCCCC(C([O-])=O)C([O-])=O,-3.99,CCCCCCCCCCC(C(=O)[O-])C(=O)[O-]
5815,ClC1=CC(Cl)=C(Cl)C=C1OC1=C(Cl)C(Cl)=C(Cl)C=C1,-8.31,ClC1=CC(Cl)=C(Cl)C=C1OC1=C(Cl)C(Cl)=C(Cl)C=C1
3644,ClC1=CC2=C(OC3=C2C=C(Cl)C=C3)C=C1,-7.2135,ClC1=CC2=C(C=C1)OC1=C2C=C(Cl)C=C1
4593,COC1=C(CN(C(=O)CCl)C2=C(C)C=CC=C2C)SC=C1,-4.4689,COC1=C(CN(C(=O)CCl)C2=C(C)C=CC=C2C)SC=C1
1238,CCN(O)CC,0.7036319098,CCN(O)CC
5522,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-6.05,CCCN(CCC)C1=C([N+](=O)[O-])C=C(C(F)(F)F)C=C1[N+](=O)[O-]
3845,CCCCOC(=O)C(C)OC(=O)C(C)O,-1.3752,CCCCOC(=O)C(C)OC(=O)C(C)O
900,CC(C)CCCCCCCOC(=O)C=CC(=O)OCCCCCCCC(C)C,-6.4222745911,CC(C)CCCCCCCOC(=O)C=CC(=O)OCCCCCCCC(C)C
2959,NC(=O)C(Br)(Br)Br,-1.2668,NC(=O)C(Br)(Br)Br
34,SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.1231687481,O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS
5949,ClC1=CC=C([N-]N=C(C#N)C#N)C=C1,-4.36,N#CC(C#N)=N[N-]C1=CC=C(Cl)C=C1
5704,CCOC(=O)OCN1C(=O)NC=C(F)C1=O,-1.46,CCOC(=O)OCN1C(=O)NC=C(F)C1=O
6351,[O-]C(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,-2.24,O=C([O-])CCC1=NC(C2=CC=CC=C2)=C(C2=CC=CC=C2)O1
7489,CN(C)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)S([O-])(=O)=O,-3.86,CN(C)C1=CC=C(N=NC2=CC=C(S(=O)(=O)[O-])C=C2)C=C1
883,CCCCCCCCCCCCCCCCCCCCCCCCO,-5.549815883300001,CCCCCCCCCCCCCCCCCCCCCCCCO
7420,COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OC(C)C,-5.48,COC1=CC2=CC=C(C(C)C(=O)OC(C)C)C=C2C=C1
7590,CC(C)C(C)O,-0.18,CC(C)C(C)O
1121,CC1=CC(NC2=NC(NC3=CC=C(N=NC4=CC5=C(C=CC=C5C(=C4)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C3)=NC(NCCO)=N2)=CC=C1N=NC1=CC2=C(C=CC=C2C(=C1)S([O-])(=O)=O)S([O-])(=O)=O,-1.1748734719,CC1=CC(NC2=NC(NCCO)=NC(NC3=CC=C(N=NC4=CC5=C(S(=O)(=O)[O-])C=CC=C5C(S(=O)(=O)[O-])=C4)C(C)=C3)=N2)=CC=C1N=NC1=CC2=C(S(=O)(=O)[O-])C=CC=C2C(S(=O)(=O)[O-])=C1
4073,O=C(NC(=O)C1=CC=CN=C1)NC1=CC=CC=C1,-3.3825,O=C(NC(=O)C1=CC=CN=C1)NC1=CC=CC=C1
5053,ClC1=CC=C(C=C1Cl)C1=CC=CC=C1Cl,-6.287000000000001,ClC1=CC=C(C2=CC=CC=C2Cl)C=C1Cl
1156,[O-]S(=O)(=O)CCCSSCCCS([O-])(=O)=O,0.2286526355,O=S(=O)([O-])CCCSSCCCS(=O)(=O)[O-]
3407,S=C1[N-]C2=CC=CC=C2O1,-2.1795,S=C1[N-]C2=CC=CC=C2O1
5025,ClC1=CC(=CC=C1)C1=CC(Cl)=CC=C1,-5.7983,ClC1=CC=CC(C2=CC=CC(Cl)=C2)=C1
6533,CC1=CC=CC(C)=N1,0.447,CC1=CC=CC(C)=N1
2544,CCOCCOCCOCC,0.7899,CCOCCOCCOCC
3298,CCN(CC)C(=O)CSC1=CC=C(Cl)N=N1,-1.7156,CCN(CC)C(=O)CSC1=CC=C(Cl)N=N1
2926,S=C1NC2=CN=CN=C2N1,-2.5243,S=C1NC2=CN=CN=C2N1
3560,IC1=CC=C2NC3=CC=CC=C3SC2=C1,-6.9278,IC1=CC=C2NC3=CC=CC=C3SC2=C1
3140,CC(C)C1OCCO1,-0.0651,CC(C)C1OCCO1
2156,CC(=O)C(=N[N-]C1=CC=C(C=C1Cl)C1=CC=C([N-]N=C(C(C)=O)C(=O)NC2=CC=CC=C2)C(Cl)=C1)C(=O)NC1=CC=CC=C1,-9.1969385027,CC(=O)C(=N[N-]C1=CC=C(C2=CC=C([N-]N=C(C(C)=O)C(=O)NC3=CC=CC=C3)C(Cl)=C2)C=C1Cl)C(=O)NC1=CC=CC=C1
1363,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2=O,-3.7327198893,CCC12CCC3C4CCC(=O)C=C4CCC3C1CCC2=O
824,O=C1NC2CC1C=C2,0.9361608079,O=C1NC2C=CC1C2
842,CC(C)CCCCCCCCOCCC[NH2+]CCC#N,-3.618466492200001,CC(C)CCCCCCCCOCCC[NH2+]CCC#N
5055,ClC1=CC=CC(=C1Cl)C1=CC=CC(Cl)=C1Cl,-7.2722,ClC1=CC=CC(C2=CC=CC(Cl)=C2Cl)=C1Cl
3871,[O-]C(=O)CCC[Se][Se]CCCC([O-])=O,-2.2471,O=C([O-])CCC[Se][Se]CCCC(=O)[O-]
2470,CC(O)COC(C)CO,0.8723,CC(O)COC(C)CO
4763,COC(=O)C1(CCCC1)S(=O)(=O)C1=CC=C(Br)C=C1,-4.0104,COC(=O)C1(S(=O)(=O)C2=CC=C(Br)C=C2)CCCC1
5446,OC(CC[NH+]1CCCC1)(C1CCCCC1)C1=CC=CC=C1,-4.7,OC(CC[NH+]1CCCC1)(C1=CC=CC=C1)C1CCCCC1
5885,CCC(=O)NC1=CC=CC=C1,-1.55,CCC(=O)NC1=CC=CC=C1
4992,COC1=CC=C(C=C1)[N+]([O-])=O,-2.4142,COC1=CC=C([N+](=O)[O-])C=C1
2401,ClCC(=O)N(CC=C)CC=C,-0.9452,C=CCN(CC=C)C(=O)CCl
3480,CC1=C(Cl)C(=O)C(Cl)=C(C)[N-]1,-4.2834,CC1=C(Cl)C(=O)C(Cl)=C(C)[N-]1
1948,CN(C)C(=O)CC(C)=O,0.8888753261,CC(=O)CC(=O)N(C)C
5566,CC1=CC=CC=C1N1C(C)=NC2=C(C=CC=C2)C1=O,-2.92,CC1=CC=CC=C1N1C(=O)C2=C(C=CC=C2)N=C1C
4970,BrCC=C,-1.4995,C=CCBr
954,NC1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1Cl,-7.4250889383,NC1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1Cl
2698,FC(F)(F)C(Cl)Cl,-1.8623,FC(F)(F)C(Cl)Cl
2193,CC(Br)(CBr)COC1=C(Br)C=C(C=C1Br)C(C)(C)C1=CC(Br)=C(OCC(C)(Br)CBr)C(Br)=C1,-7.6864910333,CC(Br)(CBr)COC1=C(Br)C=C(C(C)(C)C2=CC(Br)=C(OCC(C)(Br)CBr)C(Br)=C2)C=C1Br
2722,CC(=O)NCC1=C(I)C(NC(C)=O)=C(I)C(C([O-])=O)=C1I,-2.3208,CC(=O)NCC1=C(I)C(NC(C)=O)=C(I)C(C(=O)[O-])=C1I
779,CN1C(=O)C=C2C3=CC=CC=C3C(=O)C3=C(Br)C=CC1=C23,-6.6804453214,CN1C(=O)C=C2C3=CC=CC=C3C(=O)C3=C2C1=CC=C3Br
1614,CCC(C)C1=CC=CC=C1O,-2.0123777929,CCC(C)C1=CC=CC=C1O
5755,ClC1=CC(OC2=CC=CC=C2)=CC(Cl)=C1Cl,-6.77,ClC1=CC(OC2=CC=CC=C2)=CC(Cl)=C1Cl
3653,CN1C=NC2=NC(Cl)=NC(NN)=C12,-1.1427,CN1C=NC2=NC(Cl)=NC(NN)=C21
5728,CCN(CC)C(=O)COC(=O)C1=C(O)C=CC=C1,-2.56,CCN(CC)C(=O)COC(=O)C1=C(O)C=CC=C1
6036,CCC(CC)C(=O)OC1=C(C=CC=C1)C([O-])=O,-1.84,CCC(CC)C(=O)OC1=C(C(=O)[O-])C=CC=C1
7693,CC(C)C1(C)CCCC(O)C1,-0.6,CC(C)C1(C)CCCC(O)C1
651,COC1=CC(CC=C)=CC=C1O,-2.1531779235,C=CCC1=CC=C(O)C(OC)=C1
6663,CCCCCl,-2.03,CCCCCl
3814,CCCCCCCCOCC(O)CO,-1.9208,CCCCCCCCOCC(O)CO
363,CC(C)=CCCC(C)(OC(C)=O)C=C,-3.8157769203,C=CC(C)(CCC=C(C)C)OC(C)=O
7381,CCC(C)[NH2+]CC1=CC=CC(=C1)S(=O)(=O)C1=CSC(=C1)S(N)(=O)=O,-1.33,CCC(C)[NH2+]CC1=CC=CC(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)=C1
7736,C[NH+](C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,-4.55,C[NH+](C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C21
2799,CC(O)(C([O-])=O)C1=CC=CC=C1,-0.8949,CC(O)(C(=O)[O-])C1=CC=CC=C1
7481,CC1=C(N)C=CC(=C1)N=NC1=C(C)C=CC=C1,-4.05,CC1=C(N)C=CC(N=NC2=C(C)C=CC=C2)=C1
4698,NC(=O)C1=NN(C(=N1)C1=CC=CC=C1)C1=CC=C(Cl)C(COCC(F)(F)C(F)(F)F)=C1,-5.6635,NC(=O)C1=NN(C2=CC=C(Cl)C(COCC(F)(F)C(F)(F)F)=C2)C(C2=CC=CC=C2)=N1
1330,OCC1[NH2+]CC(O)C(O)C1O,0.4043520428,OCC1[NH2+]CC(O)C(O)C1O
3798,CCC(CC)C1=CC=CC(OC(=O)NC)=C1,-3.947,CCC(CC)C1=CC=CC(OC(=O)NC)=C1
5971,O=C1NC2=C([N-]1)C(=O)N=CN2,-2.96,O=C1[N-]C2=C(NC=NC2=O)N1
1946,CC(=O)N1CCOCC1,0.8888753261,CC(=O)N1CCOCC1
2586,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.8477,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1
6049,CCC1(CCC(=O)N(CO)C1=O)C1=CC=CC=C1,-1.66,CCC1(C2=CC=CC=C2)CCC(=O)N(CO)C1=O
6018,NC1=C2N=CC=NC2=NC(=O)N1,-3.36,NC1=C2N=CC=NC2=NC(=O)N1
6873,COC(=O)C1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,-5.16,COC(=O)C1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1
1723,CC1(C)COC(=O)C2CC=CCC2C(=O)OC1,-3.0041810563,CC1(C)COC(=O)C2CC=CCC2C(=O)OC1
4719,CCC(CC)(C#N)C(=O)NC(N)=O,-1.564,CCC(C#N)(CC)C(=O)NC(N)=O
595,CC1CC(O)CC(C)(C)C1,-1.9916598479,CC1CC(O)CC(C)(C)C1
3475,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,-5.4956,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl
6478,CC1=CC=CC(C)=C1OCC(=O)NC(CC1=CC=CC=C1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC(C)(C)C,-5.01,CC1=CC=CC(C)=C1OCC(=O)NC(CC1=CC=CC=C1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC(C)(C)C
843,CC(=O)C1=CC(NC2=NC(NC3=CC(C(C)=O)=C(N)C4=C3C(=O)C3=CC=CC=C3C4=O)=NC(=N2)C2=CC=CC=C2)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1N,-4.9504317948,CC(=O)C1=CC(NC2=NC(NC3=CC(C(C)=O)=C(N)C4=C3C(=O)C3=CC=CC=C3C4=O)=NC(C3=CC=CC=C3)=N2)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1N
7787,COC1=CC(=C(C)C=C1NC(=O)C(=N[N-]C1=CC=C(C=C1)C1=NC2=CC=C(C)C(=C2S1)S([O-])(=O)=O)C(C)=O)S([O-])(=O)=O,-0.9163461364,COC1=CC(S(=O)(=O)[O-])=C(C)C=C1NC(=O)C(=N[N-]C1=CC=C(C2=NC3=CC=C(C)C(S(=O)(=O)[O-])=C3S2)C=C1)C(C)=O
1184,CCC(C)[NH2+]CCO,0.6667009336999999,CCC(C)[NH2+]CCO
6323,CCNC(=O)OC1=C([O-])C(=CC(C=C(C#N)C(=O)N(CC)CC)=C1)[N+]([O-])=O,-3.18,CCNC(=O)OC1=C([O-])C([N+](=O)[O-])=CC(C=C(C#N)C(=O)N(CC)CC)=C1
1633,[O-][N+]#N,-1.5643997258000002,N#[N+][O-]
548,CC(CCCC(C)(C)OC(C)=O)C=C,-4.0301641261,C=CC(C)CCCC(C)(C)OC(C)=O
4624,[O-]C(=O)C(Cl)(Cl)CCCl,-0.5831,O=C([O-])C(Cl)(Cl)CCCl
5268,CCCC[C-]1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,-3.7329,CCCC[C-]1C(=O)N(C2=CC=CC=C2)N(C2=CC=C(O)C=C2)C1=O
8025,CN(C)C1C2C(O)C3C(=C([O-])C2(O)C(=O)C(C(N)=O)C1=O)C(=O)C1=C(C=CC=C1O)C3(C)O,-3.15,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C([O-])=C3C(=O)C4=C(C=CC=C4O)C(C)(O)C3C(O)C12
2742,COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12,-3.6174,COC1=CC(C2C3=CC4=C(C=C3C(O)C3COC(=O)C23)OCO4)=CC(OC)=C1OC
2809,[NH3+]C(CC1=NNC2=CC=CC=C12)C([O-])=O,-1.4091,[NH3+]C(CC1=NNC2=CC=CC=C21)C(=O)[O-]
5875,CC1=CNC(=O)N=C1N,-1.44,CC1=CNC(=O)N=C1N
2154,CCCCC(CC)CNS(=O)(=O)C1=CC=C(NN=C2C(C)=C(C#N)C(=O)N(CCCC)C2=O)C=C1,-8.797313426799999,CCCCC(CC)CNS(=O)(=O)C1=CC=C(NN=C2C(=O)N(CCCC)C(=O)C(C#N)=C2C)C=C1
2776,[O-]C(=O)C(=O)NC1=CC=CC=C1,-1.3019,O=C([O-])C(=O)NC1=CC=CC=C1
422,COC(=O)C1=CC=CC=C1C,-1.7566476759,COC(=O)C1=CC=CC=C1C
1569,COC(=O)COCO,0.9204425284,COC(=O)COCO
4850,OC1=CC=CC(Br)=C1,-0.8764,OC1=CC=CC(Br)=C1
684,N#CCC1=CC=CC=C1,-3.0687460001,N#CCC1=CC=CC=C1
196,NC1=C(Cl)C=C(C=C1Cl)C(F)(F)F,-3.591642752,NC1=C(Cl)C=C(C(F)(F)F)C=C1Cl
399,CCCCCCCCCC=O,-3.7255255026,CCCCCCCCCC=O
1412,OCCC1=CC=CC=C1,-0.7859239136,OCCC1=CC=CC=C1
5694,COC(=O)N1C=C(F)C(=O)NC1=O,-0.91,COC(=O)N1C=C(F)C(=O)NC1=O
2023,CC(C)(O)C(=O)C1=CC=C(C=C1)C1(C)CC(C)(C)C2=CC(=CC=C12)C(=O)C(C)(C)O,-5.9372904598,CC(C)(O)C(=O)C1=CC=C(C2(C)CC(C)(C)C3=CC(C(=O)C(C)(C)O)=CC=C32)C=C1
3100,CCSS(=O)(=O)CC,-1.109,CCSS(=O)(=O)CC
7955,CC1=CN(C2CC([N-][N+]#N)C(CO)O2)C(=O)NC1=O,-1.1221,CC1=CN(C2CC([N-][N+]#N)C(CO)O2)C(=O)NC1=O
3009,BrC1=CC=C(Br)C(Br)=C1,-4.808,BrC1=CC=C(Br)C(Br)=C1
5505,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1,-7.96,ClC1=CC=C(C2=CC(Cl)=C(Cl)C(Cl)=C2)C=C1
2987,CCOC(=O)C1=CC=CC=C1C(=O)C1=CC=CC=C1,-3.4053,CCOC(=O)C1=CC=CC=C1C(=O)C1=CC=CC=C1
6660,ClC(Br)Br,-1.9,ClC(Br)Br
1206,CC(=O)C(=N[N-]C1=CC=C(C=C1)N=NC1=C(N)C2=C(C=C(C(=NNC3=CC=C(C4=CC=CC=C34)S([O-])(=O)=O)C2=O)S([O-])(=O)=O)C=C1S([O-])(=O)=O)C(=O)NC1=CC=CC=C1,-2.2180283184,CC(=O)C(=N[N-]C1=CC=C(N=NC2=C(N)C3=C(C=C(S(=O)(=O)[O-])C(=NNC4=CC=C(S(=O)(=O)[O-])C5=CC=CC=C45)C3=O)C=C2S(=O)(=O)[O-])C=C1)C(=O)NC1=CC=CC=C1
4557,CC(C)C12CCC(C)(O1)C(C2)OCC1=CC=CC=C1C,-3.6391,CC1=CC=CC=C1COC1CC2(C(C)C)CCC1(C)O2
5117,CNC(=O)OC1=CC=CC=C1C(C)C,-2.6841,CNC(=O)OC1=CC=CC=C1C(C)C
5506,OC1=CC=C(C=C1C([O-])=O)C1=C(F)C=C(F)C=C1,-4.61,O=C([O-])C1=CC(C2=C(F)C=C(F)C=C2)=CC=C1O
2394,CCN(CCO)C1=CC=CC=C1,-1.9171,CCN(CCO)C1=CC=CC=C1
1701,COC1=CC(CC=C)=CC=C1OC(C)=O,-2.7015911491000004,C=CCC1=CC=C(OC(C)=O)C(OC)=C1
2727,FC1=CC=CC(CCl)=C1,-2.5436,FC1=CC=CC(CCl)=C1
4258,CCN1C=C(C([O-])=O)C(=O)C2=CN=C(N=C12)N1CC[NH2+]CC1,-2.974,CCN1C=C(C(=O)[O-])C(=O)C2=CN=C(N3CC[NH2+]CC3)N=C21
4185,NC1=CC(=NC(=[NH2+])N1O)N1CCCCC1,-1.9782,NC1=CC(N2CCCCC2)=NC(=[NH2+])N1O
4107,CCOP(=S)(OCC)SCN1C(=O)OC2=CC=CC=C12,-5.1905,CCOP(=S)(OCC)SCN1C(=O)OC2=CC=CC=C21
6316,CCC(CC1=C(I)C(N)=C(I)C=C1I)C([O-])=O,-4.58,CCC(CC1=C(I)C(N)=C(I)C=C1I)C(=O)[O-]
7360,NC(=[NH2+])NN=CC1=C2C=CC=CC2=CC=C1O,-2.46,NC(=[NH2+])NN=CC1=C2C=CC=CC2=CC=C1O
5389,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.02,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O
4899,CCCC(O)CC,-0.8025,CCCC(O)CC
2714,OCCF,1.1934,OCCF
3433,[O-]C(=O)C1=CC(Cl)=CC=C1[N+]([O-])=O,-1.319,O=C([O-])C1=CC(Cl)=CC=C1[N+](=O)[O-]
6542,CC1=C(O)C(=O)C=CO1,-1.063,CC1=C(O)C(=O)C=CO1
296,CCCCCC(=O)OCC=C,-2.6105517594,C=CCOC(=O)CCCCC
5974,CN(C)C1=C2NC=NC2=NC=N1,-1.3,CN(C)C1=C2NC=NC2=NC=N1
3084,OC1=CC=C(C=C1)N=O,-1.5462,O=NC1=CC=C(O)C=C1
4872,[O-]C(=O)C1=CC=CC=C1I,-2.7308,O=C([O-])C1=CC=CC=C1I
3999,ClC1=CC=C(NC(NC=O)C(Cl)(Cl)Cl)C=C1Cl,-3.3228,O=CNC(NC1=CC=C(Cl)C(Cl)=C1)C(Cl)(Cl)Cl
1029,COC1=CC=C(NN=C2C(=O)C3=CC=C(NC4=NC(=NC(NC5=CC=C6C(=O)C(=NNC7=CC=C(OC)C=C7S([O-])(=O)=O)C(=CC6=C5)S([O-])(=O)=O)=N4)N4CCOCC4)C=C3C=C2S([O-])(=O)=O)C(=C1)S([O-])(=O)=O,-1.8252827514,COC1=CC=C(NN=C2C(=O)C3=CC=C(NC4=NC(NC5=CC=C6C(=O)C(=NNC7=CC=C(OC)C=C7S(=O)(=O)[O-])C(S(=O)(=O)[O-])=CC6=C5)=NC(N5CCOCC5)=N4)C=C3C=C2S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C1
3007,ClC1=CC=CC=C1I,-3.54,ClC1=CC=CC=C1I
4054,CCC(O)OC(O)CC,0.8723,CCC(O)OC(O)CC
2385,OCC1OC(=O)C(O)C(O)C1O,0.5201,O=C1OC(CO)C(O)C(O)C1O
1031,CC([NH3+])C([O-])=O,0.2678986156,CC([NH3+])C(=O)[O-]
7265,COC1=C2OC3C(OC(C)=O)C=CC4C5CC(C=C1)=C2C34CC[NH+]5C,-1.3,COC1=C2OC3C(OC(C)=O)C=CC4C5CC(=C2C43CC[NH+]5C)C=C1
798,COCCCN1C(=O)C2=C(C1=O)C(N)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2N,-7.323792769,COCCCN1C(=O)C2=C(C1=O)C(N)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2N
2668,CCOC1=CC=C(NC(N)=O)C=C1,-2.173,CCOC1=CC=C(NC(N)=O)C=C1
6886,CC(C)CC(N(CCC#N)CCC#N)C([O-])=O,-1.14,CC(C)CC(C(=O)[O-])N(CCC#N)CCC#N
3210,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,-6.8496,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC
5832,CCCCNC(=O)OC1=C([O-])C(=CC(C=C(C#N)C(=O)N(CC)CC)=C1)[N+]([O-])=O,-2.32,CCCCNC(=O)OC1=C([O-])C([N+](=O)[O-])=CC(C=C(C#N)C(=O)N(CC)CC)=C1
7378,CCCC[NH2+]CC1=CC=C(C=C1)S(=O)(=O)C1=CSC(=C1)S(N)(=O)=O,-1.68,CCCC[NH2+]CC1=CC=C(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1
4262,CC(OC1=CC2=CC=CC=C2C=C1)C(=O)NC1=CC=CC=C1,-5.5894,CC(OC1=CC2=CC=CC=C2C=C1)C(=O)NC1=CC=CC=C1
4359,ClC1=CC=CC(=C1)C1=C(Cl)C=C(Cl)C=C1Cl,-7.1547,ClC1=CC=CC(C2=C(Cl)C=C(Cl)C=C2Cl)=C1
7648,CCN1C2=NC=CC=C2N(C)C(=O)C2=CC=CN=C12,-2.62,CCN1C2=NC=CC=C2C(=O)N(C)C2=CC=CN=C21
5879,O=CC(=O)C1=CC=CC=C1,-0.74,O=CC(=O)C1=CC=CC=C1
494,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,-3.3290743264,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
6291,CC(C)C1(O)CC[NH+]2CC3C4=C(CCC5=C3C(=CC=C5)C2C1)C=CC=C4,-3.81,CC(C)C1(O)CC[NH+]2CC3C4=C(C=CC=C4)CCC4=C3C(=CC=C4)C2C1
3795,ClCl,-1.0513,ClCl
3561,ClCCS(=O)(=O)CCS(=O)(=O)CCCl,-1.4486,O=S(=O)(CCCl)CCS(=O)(=O)CCCl
4589,CCOP(=O)(SC(C)CC)SC(C)CC,-3.0376,CCOP(=O)(SC(C)CC)SC(C)CC
4884,[O-]C(=O)C1=CC=C(I)C=C1,-3.9631,O=C([O-])C1=CC=C(I)C=C1
4921,O=CC1=CC=CO1,-0.0962,O=CC1=CC=CO1
6564,OC(CCl)CCl,-0.115,OC(CCl)CCl
1826,CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC,-6.2405235691,CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC
4058,CNC(=O)N(C)C1=NN=C(S1)C(F)(F)F,-2.0584,CNC(=O)N(C)C1=NN=C(C(F)(F)F)S1
5878,N#CC1=C(C=CC=C1)C#N,-2.38,N#CC1=C(C#N)C=CC=C1
2916,[O-]C(=O)C1CC[NH2+]CC1C([O-])=O,-0.5395,O=C([O-])C1CC[NH2+]CC1C(=O)[O-]
3839,CN1C(=O)N(C)C2=NC=CN=C2C1=O,-1.4598,CN1C(=O)C2=NC=CN=C2N(C)C1=O
3461,CNC(=O)OC1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C,-4.2445,CNC(=O)OC1=CC(C(C)(C)C)=CC(C(C)(C)C)=C1
7675,CC1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C,-4.925,C=CC1(C)OC(=O)N(C2=CC(Cl)=CC(Cl)=C2)C1=O
5514,[O-][N+](=O)C1=CC(=C(C=C1C(=O)NC1CC1)N1CC1)[N+]([O-])=O,-3.39,O=C(NC1CC1)C1=CC(N2CC2)=C([N+](=O)[O-])C=C1[N+](=O)[O-]
5572,CC1=C(C=CC(N)=C1)S(=O)(=O)NC1=C(Cl)C=CC=C1,-5.05,CC1=C(S(=O)(=O)NC2=C(Cl)C=CC=C2)C=CC(N)=C1
5528,CCC(=O)N(C1CC[NH+](CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,-3.82,CCC(=O)N(C1=CC=CC=C1)C1CC[NH+](CCC2=CC=CC=C2)CC1
6485,COC1=C(F)C=C(C=C1)C1=C(Cl)N=CN1C1=CC=C(C=C1)S(=O)(=O)NP([O-])([O-])=O,-2.55,COC1=C(F)C=C(C2=C(Cl)N=CN2C2=CC=C(S(=O)(=O)NP(=O)([O-])[O-])C=C2)C=C1
1668,CCCCC(CC)C=O,-2.2628407967,CCCCC(C=O)CC
6479,CN1N=C(SC1=NS(=O)(=O)C1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O)S(N)(=O)=O,-2.74,CN1N=C(S(N)(=O)=O)SC1=NS(=O)(=O)C1=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C1
7342,CCCOC1=CC(=O)CC(C)C11OC2=C(C1=O)C(OC)=CC(OC)=C2Cl,-4.52,CCCOC1=CC(=O)CC(C)C12OC1=C(C2=O)C(OC)=CC(OC)=C1Cl
4764,COC(=O)C1(CCCCC1)S(=O)(=O)C1=CC=C(Br)C=C1,-4.4786,COC(=O)C1(S(=O)(=O)C2=CC=C(Br)C=C2)CCCCC1
6148,CC1=C(C=CC=C1)C(=O)NNC(=O)C1=CC=NC=C1,-2.73,CC1=C(C(=O)NNC(=O)C2=CC=NC=C2)C=CC=C1
2787,IC#N,-0.6333,N#CI
8038,O=C(C=CC=CC1=CC=C2OCOC2=C1)N1CCCCC1,-3.853,O=C(C=CC=CC1=CC=C2OCOC2=C1)N1CCCCC1
2396,CC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,-3.3104,CC(=O)C1=CC=C(C2=CC=CC=C2)C=C1
5349,OC1=CC=CC=C1,-0.04,OC1=CC=CC=C1
3903,CC(C)CC([NH3+])C(=O)NC(CCC([O-])=O)C([O-])=O,-0.8969,CC(C)CC([NH3+])C(=O)NC(CCC(=O)[O-])C(=O)[O-]
3334,CCCCC(=O)OC1=CC=C(C=C1)[N+]([O-])=O,-4.3945,CCCCC(=O)OC1=CC=C([N+](=O)[O-])C=C1
11,FC(F)(F)C1=CC=CC(Cl)=C1,-3.4115138849,FC(F)(F)C1=CC=CC(Cl)=C1
